Entity,Code,Year,Wind Consumption - TWh,Hydro Consumption - TWh,Solar Consumption - TWh,Nuclear Consumption - TWh,Biofuels Consumption - TWh - Total,Geo Biomass Other - TWh,Coal Consumption - TWh,Oil Consumption - TWh,Gas Consumption - TWh
Eastern Africa (BP),,2020,5.1882243,191.08685,3.0754902,0,,7.147771,51.877274,313.2207,23.027868
Eastern Africa (BP),,2021,6.8831673,203.99374,3.5492632,0,,7.10964,55.767544,334.35657,26.693722
Ecuador,ECU,1965,0,0.7362903,0,0,,0,0,7.9206376,0
Ecuador,ECU,1966,0,0.84274197,0,0,,0,0,8.26975,0
Ecuador,ECU,1967,0,0.92849475,0,0,,0,0,8.931146,0
Ecuador,ECU,1968,0,0.9698925,0,0,,0,0,10.672142,0
Ecuador,ECU,1969,0,1.0763441,0,0,,0,0,11.293051,0
Ecuador,ECU,1970,0,1.1975806,0,0,,0,0,12.877645,0.6978
Ecuador,ECU,1971,0,1.3010752,0,0,,0,0,14.23248,0.6978
Ecuador,ECU,1972,0,1.3158603,0,0,,0,0,14.631552,1.01181
Ecuador,ECU,1973,0,1.2862903,0,0,,0,0,16.284168,0.5815
Ecuador,ECU,1974,0,1.4784948,0,0,,0,0,18.546286,1.163
Ecuador,ECU,1975,0,1.8569891,0,0,,0,0,18.147562,1.45375
Ecuador,ECU,1976,0,1.7889786,0,0,,0,0,20.50994,1.32582
Ecuador,ECU,1977,0,1.65,0,0,,0,0,25.594435,0.84899
Ecuador,ECU,1978,0,2.3389785,0,0,,0,0,26.172731,0.87225
Ecuador,ECU,1979,0,2.0965052,0,0,,0,0,27.873514,0.62802
Ecuador,ECU,1980,0,2.5784948,0,0,,0,0,35.751175,0.48846
Ecuador,ECU,1981,0,2.3034947,0,0,,0,0,39.96072,0.79084
Ecuador,ECU,1982,0,2.6465054,0,0,,0,0,43.64244,1.02344
Ecuador,ECU,1983,0,5.088979,0,0,,0,0,39.98214,1.26767
Ecuador,ECU,1984,0,9.559946,0,0,,0,0,40.184887,1.82591
Ecuador,ECU,1985,0,9.695968,0,0,,0,0,49.411514,1.8608
Ecuador,ECU,1986,0,11.8634405,0,0,,0,0,50.193226,1.84917
Ecuador,ECU,1987,0,13.513441,0,0,,0,0,50.630726,1.72124
Ecuador,ECU,1988,0,14.27043,0,0,,0,0,59.78883,2.01199
Ecuador,ECU,1989,0,14.648925,0,0,,0,0,62.205303,1.59331
Ecuador,ECU,1990,0,14.745582,0,0,,0,0.003194444,63.61657,2.61675
Ecuador,ECU,1991,0,15.009444,0,0,,0,0.006444444,71.21293,3.20988
Ecuador,ECU,1992,0,14.706825,0,0,,0,0.004638889,71.04642,3.22151
Ecuador,ECU,1993,0,17.180513,0,0,,0,0.000813889,71.340126,3.70997
Ecuador,ECU,1994,0,19.413454,0,0,,0,0.003972222,77.55587,3.34944
Ecuador,ECU,1995,0,15.259695,0,0,,0,0.003972222,76.32141,3.23314
Ecuador,ECU,1996,0,18.75741,0,0,,0,0.004944445,85.72029,3.43085
Ecuador,ECU,1997,0,19.321491,0,0,,0,0.006277778,97.765,3.12847
Ecuador,ECU,1998,0,19.238455,0,0,,0,0.009222223,98.40975,3.18662
Ecuador,ECU,1999,0,21.221502,0,0,,0,0.012027778,85.996635,3.00054
Ecuador,ECU,2000,0,22.506329,0,0,,0,0.016111111,78.33835,3.26803
Ecuador,ECU,2001,0,20.77208,0,0,,0,0.020833334,81.36387,3.32618
Ecuador,ECU,2002,0,21.962059,0,0,,0,0.0225,80.800606,1.3242072
Ecuador,ECU,2003,0,20.8241,0,0,,0,0.8815003,82.590965,2.3108556
Ecuador,ECU,2004,0,21.357937,0,0,,0.00324057,0.020972222,87.28777,5.378899
Ecuador,ECU,2005,0,19.707844,3.55556E-05,0,,0.102856286,0.0245,95.141365,5.522699
Ecuador,ECU,2006,0,20.286293,4.22222E-05,0,,0.14555573,0.062975556,100.8373,6.0344195
Ecuador,ECU,2007,0.002719445,25.555063,5.13889E-05,0,,0.21875276,0.025138889,102.50297,5.4683084
Ecuador,ECU,2008,0.007527778,31.734922,0.000075,0,,0.20832446,0.28954723,105.60009,4.987915
Ecuador,ECU,2009,0.008944444,25.763906,0.000022,0,,0.2165198,0.06921278,107.393166,5.8786893
Ecuador,ECU,2010,0.009527777,23.971012,0,0,,0.23556188,0.115999445,124.12673,6.1890225
Ecuador,ECU,2011,0.009222223,30.712345,0.000160278,0,,0.27820036,0.108782776,127.2955,5.6075635
Ecuador,ECU,2012,0.006583334,33.55505,0.000891667,0,,0.29635325,0.13059416,131.77362,7.489686
Ecuador,ECU,2013,0.15453917,30.08541,0.009972222,0,,0.29578793,0.14639612,139.62584,8.511818
Ecuador,ECU,2014,0.21603028,31.040562,0.044653334,0,,0.3994712,0.13852888,147.06836,8.72552
Ecuador,ECU,2015,0.26608276,35.267895,0.09710305,0,,0.40775105,0.14999388,142.66008,8.210332
Ecuador,ECU,2016,0.22476083,42.38779,0.10374805,0,,0.4897965,0.08799222,134.04097,8.8630905
Ecuador,ECU,2017,0.1953386,53.461624,0.09974528,0,,0.43085,0.094677225,130.87363,8.23237
Ecuador,ECU,2018,0.21234028,54.70835,0.1007475,0,,0.42796764,0.32408777,141.70032,7.2747273
Ecuador,ECU,2019,0.22544667,65.01432,0.43876362,0,,0.45472345,0.0995275,137.31259,6.4958754
Ecuador,ECU,2020,0.20248695,63.906178,0.09916861,0,,0.47058,0.28073335,110.47835,5.5182943
Ecuador,ECU,2021,0.16226,66.920494,0.09647694,,,0.41493,0.5498481,136.74446,5.497367
Egypt,EGY,1965,0,5.1227026,0,0,,0,4.68689,81.39379,0.471625
Egypt,EGY,1966,0,5.397133,0,0,,0,3.18662,87.34,0.539
Egypt,EGY,1967,0,5.8153124,0,0,,0,4.90786,71.32264,0.539
Egypt,EGY,1968,0,8.873252,0,0,,0,5.10557,74.59976,0.539
Egypt,EGY,1969,0,11.80051,0,0,,0,5.51262,55.378662,0.683375
Egypt,EGY,1970,0,13.865273,0,0,,0,5.08231,71.665924,0.818125
Egypt,EGY,1971,0,14.923791,0,0,,0,4.170669,74.0778,0.818125
Egypt,EGY,1972,0,15.263562,0,0,,0,3.6906874,84.65239,0.683375
Egypt,EGY,1973,0,15.237426,0,0,,0,3.2146716,79.572014,0.548625
Egypt,EGY,1974,0,18.086275,0,0,,0,5.613138,87.7604,0.5775
Egypt,EGY,1975,0,20.085697,0,0,,0,6.708463,97.01281,0.48125
Egypt,EGY,1976,0,23.666363,0,0,,0,6.561646,114.73853,3.6575
Egypt,EGY,1977,0,26.724302,0,0,,0,7.4835796,122.636055,4.4275
Egypt,EGY,1978,0,29.364061,0,0,,0,7.169197,126.69805,7.1225
Egypt,EGY,1979,0,28.41009,0,0,,0,7.9521403,138.93947,10.78
Egypt,EGY,1980,0,28.985086,0,0,,0,6.4020824,155.29256,20.9825
Egypt,EGY,1981,0,30.200422,0,0,,0,8.251322,179.15858,23.485
Egypt,EGY,1982,0,31.023712,0,0,,0,8.526778,203.74937,25.69875
Egypt,EGY,1983,0,29.02429,0,0,,0,8.087851,223.57405,30.12625
Egypt,EGY,1984,0,28.47543,0,0,,0,8.201476,241.74294,38.6925
Egypt,EGY,1985,0,27.050537,0,0,,0,8.659639,245.68802,47.45125
Egypt,EGY,1986,0,26.530107,0,0,,0,8.706916,246.40953,54.67
Egypt,EGY,1987,0,26.522715,0,0,,0,9.210786,260.4517,60.445
Egypt,EGY,1988,0,26.107258,0,0,,0,10.068685,259.0959,66.605
Egypt,EGY,1989,0,28.052958,0,0,,0,10.304738,268.61255,74.4975
Egypt,EGY,1990,0,29.430914,0,0,,0,8.828415,275.39038,77.67375
Egypt,EGY,1991,0,29.321505,0,0,,0,9.086647,270.62952,87.395
Egypt,EGY,1992,0,28.978495,0,0,,0,9.30814,259.82193,94.5175
Egypt,EGY,1993,0,29.843414,0,0,,0,11.21232,243.19084,108.66625
Egypt,EGY,1994,0,31.72258,0,0,,0,12.06716,253.93777,115.5
Egypt,EGY,1995,0,33.094624,0,0,,0,8.074232,275.37677,121.275
Egypt,EGY,1996,0,33.958065,0,0,,0,11.097346,291.0964,125.125
Egypt,EGY,1997,0,34.80672,0,0,,0,9.392376,307.3263,128.975
Egypt,EGY,1998,0,35.792877,0,0,,0,9.240116,323.41177,131.8625
Egypt,EGY,1999,0.03548389,39.743412,0,0,,0,8.399267,330.86063,157.85
Egypt,EGY,2000,0.2380375,41.924194,0.000591667,0,,0,10.1112385,323.75937,192.5
Egypt,EGY,2001,0.5258642,42.343807,0.002644444,0,,0,8.8946705,305.73434,235.8125
Egypt,EGY,2002,0.62025225,40.84763,0.002916667,0,,0,9.542124,304.1684,255.0625
Egypt,EGY,2003,0.8294355,37.524704,0.002888889,0,,0,9.894048,311.87805,285.8625
Egypt,EGY,2004,1.4524981,36.975918,0.002888889,0,,0,10.112517,328.39752,305.1125
Egypt,EGY,2005,1.4606591,36.205,0.002861111,0,,0,9.894048,347.70404,304.15
Egypt,EGY,2006,1.7216423,36.377075,0.002833333,0,,0,9.899572,337.3307,351.3125
Egypt,EGY,2007,1.8731189,40.201702,0.003388889,0,,0,8.999108,364.28708,369.215
Egypt,EGY,2008,2.612829,42.42064,0.004222222,0,,0,8.098236,385.61722,393.085
Egypt,EGY,2009,2.8965843,38.462627,0.006138889,0,,0,7.1977835,403.6607,409.4475
Egypt,EGY,2010,3.9111886,35.956238,0.069944724,0,,0,5.396436,415.5942,434.18375
Egypt,EGY,2011,4.123706,35.834923,0.67468137,0,,0,5.126364,414.727,477.5925
Egypt,EGY,2012,3.6637826,35.720566,1.3824867,0,,0,4.5418177,423.5356,506.37125
Egypt,EGY,2013,4.296848,36.074993,0.069326386,0,,0,4.487145,428.20206,495.01376
Egypt,EGY,2014,2.7852988,36.808514,0.37805194,0,,0,4.52407,449.20334,462.1875
Egypt,EGY,2015,5.1019588,36.84929,0.11310472,0,,0,9.319224,460.14914,460.1877
Egypt,EGY,2016,6.4160376,35.330204,0.6253828,0,,0,14.169939,475.50006,493.54114
Egypt,EGY,2017,5.614195,34.03258,1.6035472,0,,0,13.9517765,451.3589,559.34143
Egypt,EGY,2018,7.9038215,33.898502,1.4631217,0,,0,25.388884,402.2581,595.9461
Egypt,EGY,2019,13.123787,37.113174,3.9274933,0,,0,22.940922,380.19748,590.3863
Egypt,EGY,2020,17.985725,39.1409,7.449488,0,,0,8.733375,327.30728,583.08185
Egypt,EGY,2021,19.962154,38.300053,7.4019437,,,0,14.113941,355.35794,618.76666
Estonia,EST,1985,,0,,0,,,67.5203,40.446075,10.486234
Estonia,EST,1986,,0,,0,,,68.341515,40.01098,9.530359
Estonia,EST,1987,,0,,0,,,68.93121,40.409794,10.325344
Estonia,EST,1988,,0,,0,,,65.754234,40.758305,11.12033
Estonia,EST,1989,,0,,0,,,68.07054,42.034187,11.12033
Estonia,EST,1990,0,0,0,0,,0,72.01204,41.343212,14.21525
Estonia,EST,1991,0,0,0,0,,0,66.03763,36.42071,14.27375
Estonia,EST,1992,0,0,0,0,,0,53.468693,19.574041,8.34525
Estonia,EST,1993,0,0,0,0,,0,42.702,20.748428,4.1365
Estonia,EST,1994,0,0,0,0,,0,43.683094,18.914959,5.94075
Estonia,EST,1995,0,0,0,0,,0.006,40.507942,14.864138,6.7745
Estonia,EST,1996,0,0,0,0,,0.005,42.438255,16.087318,7.471
Estonia,EST,1997,0,0,0,0,,0.008,41.94598,15.796541,7.2595
Estonia,EST,1998,0,0,0,0,,0.012,35.542328,15.860497,6.89
Estonia,EST,1999,0,0.011833333,0,0,,0.012,32.17135,14.814796,6.6975
Estonia,EST,2000,0,0.014777778,0,,,0.013,34.268295,13.32906,7.69925
Estonia,EST,2001,0,0.020555556,0,,,0.011,34.07139,15.416941,8.2625
Estonia,EST,2002,0.004083334,0.0175,0,,,0.027,33.30796,17.262798,6.9285
Estonia,EST,2003,0.017694445,0.037701666,0,,,0.026,38.57416,16.20338,7.90875
Estonia,EST,2004,0.02188889,0.06339639,0,,,0.031,38.464703,16.443972,9.008
Estonia,EST,2005,0.15433806,0.062995,0,0,,0.033,38.0906,16.752337,9.30025
Estonia,EST,2006,0.21710445,0.039835557,0,0,,0.038,36.38778,17.505255,9.39875
Estonia,EST,2007,0.2573136,0.062207777,0,0,,0.036,45.28836,18.683674,9.343
Estonia,EST,2008,0.37373778,0.07868167,0,0,,0.038,40.48205,17.789972,8.961
Estonia,EST,2009,0.5445789,0.08936667,0.000280556,0,,0.314,34.96647,15.987168,6.10725
Estonia,EST,2010,0.7688353,0.074940555,0.0002775,0,,0.742,46.82532,16.479923,6.542
Estonia,EST,2011,1.015185,0.08275972,0.000552778,0,,0.783,47.39325,16.066845,5.85325
Estonia,EST,2012,1.19,0.11516139,0.000822222,0,,1.001,43.544464,19.049244,6.343
Estonia,EST,2013,1.4417461,0.07086083,0.003805556,0,,0.667,48.425808,18.806303,6.4535
Estonia,EST,2014,1.6362953,0.07233278,0.008388889,0,,0.74,47.36029,17.413538,5.0655
Estonia,EST,2015,1.9257444,0.072710276,0.015888888,0,,0.779,41.96262,17.381447,4.541
Estonia,EST,2016,1.5901603,0.093696386,0.025916666,0,,0.885,44.06444,16.95469,4.98075
Estonia,EST,2017,1.9241128,0.06919361,0.0385675,0,,1.038,50.30153,17.695032,4.8887925
Estonia,EST,2018,1.6826825,0.039685834,0.08149361,0,,1.261,49.14067,17.47478,5.003573
Estonia,EST,2019,1.8109131,0.05008361,0.19374388,0,,1.299,35.80686,15.588738,4.660554
Estonia,EST,2020,2.216588,0.07878861,0.33330724,0,,1.777,29.262743,16.428133,4.3005
Estonia,EST,2021,1.9419906,0.081258334,0.65974444,0,,2.1158469,34.122417,17.034819,4.858348
Europe,,1965,0,1127.9446,0,61.11317,,2.9090002,9511.277,6933.4297,1595.9037
Europe,,1966,0,1224.3556,0,79.03858,,3.9789999,9385.44,7553.1426,1786.6346
Europe,,1967,0,1214.2935,0,91.163376,,4.316,9256.84,8203.193,2008.7861
Europe,,1968,0,1292.5055,0,104.83299,,4.8180003,9308.798,8936.365,2280.0083
Europe,,1969,0,1309.0946,0,126.938354,,5.244904,9432.775,9826.947,2583.9653
Europe,,1970,0,1382.1627,0,138.90051,,6.952357,9301.574,10877.076,2980.2356
Europe,,1971,0,1398.8096,0,159.62227,,7.0698833,9128.504,11434.073,3407.7761
Europe,,1972,0,1429.7864,0,219.47089,,6.947608,9041.876,12275.271,3805.5903
Europe,,1973,0,1446.1284,0,251.65356,,7.466391,9165.502,13148.836,4218.347
Europe,,1974,0,1561.1882,0,308.834,,7.83506,9130.07,12937.709,4606.6035
Europe,,1975,0,1560.0903,0,412.21603,,8.300942,9112.683,12798.231,4989.5654
Europe,,1976,0,1490.8989,0,494.44174,,8.324597,9350.6,13493.773,5461.0176
Europe,,1977,0,1758.5609,0,602.8951,,8.662292,9406.34,13559.638,5792.3145
Europe,,1978,0.008861112,1821.1947,0,664.0005,,9.235139,9481.177,14288.755,6109.8335
Europe,,1979,0.01775,1895.087,0,743.54083,,9.617958,9749.822,14616.533,6470.533
Europe,,1980,0.031048333,1884.6561,0,880.8356,,10.604949,9730.223,14167.721,6579.6167
Europe,,1981,0.031048333,1905.9667,0,1154.3688,,10.643523,9603.929,13576.339,6774.2754
Europe,,1982,0.054704167,1853.4999,0,1284.4382,,9.836121,9685.924,13103.451,7038.406
Europe,,1983,0.08899555,1919.5153,0,1495.808,,10.136652,9767.6875,12790.342,7458.569
Europe,,1984,0.11294972,1995.244,0.003,1907.5371,,10.488478,9707.406,12839.502,8014.574
Europe,,1985,0.16973916,1924.0999,0.003,2255.3674,,11.89874,9429.62,12087.632,7673.371
Europe,,1986,0.39503664,1888.2491,0.003,2395.0325,,12.975209,9419.216,12438.036,7815.6396
Europe,,1987,0.56420255,1991.3422,0,2535.6904,,12.817402,9503.838,12472.559,8216.1875
Europe,,1988,0.9749214,2068.3047,0.003,2783.7214,,13.609699,9326.826,12468.502,8473.38
Europe,,1989,1.5239965,1879.4987,0.026888888,2903.24,,13.474676,9140.236,12485.897,8641.2295
Europe,,1990,2.3048608,1910.733,0.03695,2873.6555,,18.937754,8624.07,12604.494,9065.899
Europe,,1991,2.897927,1947.2379,0.04581111,2944.714,,19.534733,8048.179,12446.9375,9232.273
Europe,,1992,4.5391088,1998.0366,0.074175,2961.9302,,20.659903,7558.1587,11973.354,8846.302
Europe,,1993,6.7562256,2042.7588,0.0957075,3064.164,,22.833096,7005.5435,11207.051,8842.119
Europe,,1994,8.80956,2077.4497,0.102548614,2979.2441,,23.9799,6476.7725,10876.21,8438.882
Europe,,1995,11.422904,2086.5232,0.1325511,3054.5088,,26.28833,6357.189,10733.017,8537.651
Europe,,1996,14.278055,1957.3379,0.14133167,3238.193,,26.5231,6163.8994,10565.2,9068.158
Europe,,1997,21.572702,2026.4775,0.1683225,3265.9739,,31.36772,5895.8413,10620.1,8655.78
Europe,,1998,33.03245,2100.0542,0.19837694,3227.9983,,35.309044,5670.36,10740.864,8868.485
Europe,,1999,42.059677,2140.9026,0.23711556,3298.121,,37.298702,5434.7964,10628.097,9048.178
Europe,,2000,66.26674,2220.466,0.22018027,3346.95,,40.83785,5580.736,10464.439,9259.316
Europe,,2001,78.926575,2238.3567,0.5705864,3436.3035,,44.781166,5552.1816,10656.62,9413.887
Europe,,2002,106.24014,2021.2926,0.91872466,3464.9514,,50.947037,5544.8164,10553.809,9468.499
Europe,,2003,130.07741,1886.6357,1.359262,3493.0212,,58.28682,5715.4277,10666.917,9779.315
Europe,,2004,172.1991,2018.3938,2.164394,3504.5505,,69.246056,5570.4077,10724.002,10045.516
Europe,,2005,204.99338,2018.1646,4.3305893,3461.14,,79.35107,5399.342,10793.979,10212.317
Europe,,2006,238.02904,1966.1951,7.310085,3452.6582,,89.888374,5594.4307,10895.523,10348
Europe,,2007,300.19067,1994.0208,10.964695,3299.11,,99.9839,5584.8164,10682.385,10317.612
Europe,,2008,340.92917,2036.1184,21.325752,3284.8523,,110.35963,5385.916,10634.059,10332.942
Europe,,2009,376.07962,2033.1794,40.00515,3130.8318,,120.63333,4794.5215,10115.405,9584.75
Europe,,2010,417.81415,2122.0227,65.212326,3202.6804,,136.54741,4956.0864,10068.5,10317.745
Europe,,2011,501.9176,1876.9999,129.94333,3168.974,,145.83566,5147.8057,9965.852,9934.398
Europe,,2012,573.56604,2005.1567,198.06071,3093.9717,,162.13869,5267.5967,9708.623,9704.395
Europe,,2013,655.65454,2135.6497,235.88637,3031.1157,,172.66672,5085.5054,9501.008,9545.573
Europe,,2014,694.6129,2104.774,264.08917,3050.571,,183.39012,4729.881,9421.045,8946.786
Europe,,2015,827.9969,1984.9171,291.87805,3007.2913,,194.83345,4620.2505,9452.684,8898.147
Europe,,2016,823.3269,2057.831,299.43942,2925.396,,197.5783,4403.3306,9657.933,9313.682
Europe,,2017,975.5048,1894.1367,320.6885,2909.419,,202.82663,4148.7983,9771.102,9565.5
Europe,,2018,1015.1986,2056.3936,341.5919,2895.8877,,208.48138,4134.545,9806.186,9739.818
Europe,,2019,1154.799,1936.217,375.24863,2880.9873,,215.07036,3578.7278,9810.035,9746.001
Europe,,2020,1284.8501,2081.7544,437.89093,2644.8633,,219.37163,3085.2815,8636.171,9369.797
Europe,,2021,1242.021,2116.456,484.9103,2789.52,,229.99367,3253.3857,9087.6,10073.819
Europe (BP),,1965,0,893.5884,0,55.833782,0,3.009,6094.7705,4980.569,379.1453
Europe (BP),,1966,0,959.7497,0,73.18235,0,4.101,5847.7183,5467.011,429.26025
Europe (BP),,1967,0,959.43286,0,84.76792,0,4.489,5658.2207,5934.497,514.3611
Europe (BP),,1968,0,994.2482,0,95.942055,0,4.997,5745.5913,6525.9526,666.4043
Europe (BP),,1969,0,978.6922,0,116.63038,0,5.422904,5820.6816,7267.227,859.53156
Europe (BP),,1970,0,1023.3491,0,126.44818,0,7.118357,5725.0273,8055.973,1085.3883
Europe (BP),,1971,0,1033.6545,0,144.33588,0,7.2318835,5480.0576,8453.693,1336.5579
Europe (BP),,1972,0,1075.8502,0,191.56915,0,7.122608,5293.954,9047.597,1627.1074
Europe (BP),,1973,0,1092.0537,0,211.04869,0,7.663391,5378.1265,9694.993,1849.1982
Europe (BP),,1974,0,1180.7001,0,247.93922,0,8.04206,5329.3047,9126.41,2094.4465
Europe (BP),,1975,0,1205.005,0,331.01883,0,8.520942,5204.392,8810.394,2248.5957
Europe (BP),,1976,0,1114.2961,0,386.18295,0,8.485598,5449.988,9410.93,2444.7502
Europe (BP),,1977,0,1349.1903,0,458.0944,0,8.880291,5436.553,9328.601,2560.3447
Europe (BP),,1978,0.008861112,1346.9935,0,515.1368,0,9.372139,5536.945,9800.724,2663.3577
Europe (BP),,1979,0.01775,1416.8411,0,574.3747,0,9.762958,5778.368,10024.283,2811.932
Europe (BP),,1980,0.031048333,1374.3099,0,671.0771,0,10.74095,5886.538,9348.721,2808.8428
Europe (BP),,1981,0.031048333,1391.0724,0,907.2533,0,10.753523,5786.8486,8711.057,2781.2327
Europe (BP),,1982,0.054704167,1378.8726,0,999.96564,0,9.836121,5819.3696,8287.65,2728.2874
Europe (BP),,1983,0.08900528,1419.7269,0,1179.7219,0,10.136652,5900.382,8057.64,2837.0488
Europe (BP),,1984,0.11295694,1434.712,0.003,1499.5068,0,10.510578,5890.333,8105.108,2971.7598
Europe (BP),,1985,0.16973111,1487.3495,0.003,1973.5535,0,11.904739,7239.4033,9066.217,4026.4607
Europe (BP),,1986,0.3950539,1437.3723,0.003,2096.4648,0,13.018809,7178.0083,9345.303,4129.31
Europe (BP),,1987,0.5641936,1565.7426,0,2181.8462,0,12.875301,7235.802,9388.736,4311.6753
Europe (BP),,1988,0.97491944,1677.9998,0.003,2401.1853,0,13.6781,7086.996,9435.364,4348.913
Europe (BP),,1989,1.5240322,1460.1788,0.026888888,2516.3774,0,13.537276,6998.948,9402.842,4469.701
Europe (BP),,1990,2.304856,1485.7604,0.0369625,2537.9065,0.07377863,18.952852,6665.669,9582.488,4826.9204
Europe (BP),,1991,2.8979323,1517.2069,0.045833334,2604.2583,0.08189009,19.589434,6281.052,9499.9,4886.94
Europe (BP),,1992,4.5391207,1566.189,0.074185,2622.4897,0.23439328,20.713602,5911.438,9252.068,4618.964
Europe (BP),,1993,6.756206,1627.7242,0.09575611,2725.972,0.56017053,22.907095,5524.5913,9040.348,4642.214
Europe (BP),,1994,8.809568,1647.6244,0.10257361,2701.6782,1.5360793,24.0489,5208.0376,8997.251,4508.473
Europe (BP),,1995,11.4229355,1670.3734,0.13259138,2772.0852,2.4128044,26.537632,5150.1104,9170.398,4762.982
Europe (BP),,1996,14.278074,1620.6853,0.14137778,2928.8303,3.5535164,26.7252,5004.181,9265.988,5277.245
Europe (BP),,1997,21.572695,1678.6206,0.16833028,2958.1091,4.8574452,31.68752,4866.9307,9343.252,5155.936
Europe (BP),,1998,33.04873,1756.1682,0.19838,2933.694,4.5149207,35.57704,4732.112,9533.568,5230.537
Europe (BP),,1999,42.120308,1768.8143,0.23714472,2952.3018,5.0829077,37.4546,4470.143,9395.091,5438.863
Europe (BP),,2000,66.35991,1826.5227,0.22021666,2976.0442,7.9383626,41.000248,4600.3286,9278.999,5584.936
Europe (BP),,2001,79.100784,1797.9261,0.5705258,3050.2715,9.210729,44.94067,4558.5737,9404.705,5694.592
Europe (BP),,2002,106.36218,1646.1664,0.9187178,3068.2625,12.157687,51.008335,4556.1846,9374.347,5712.7163
Europe (BP),,2003,130.23051,1537.5521,1.3592817,3074.6274,15.4026,58.088623,4737.7275,9427.989,5971.038
Europe (BP),,2004,172.34235,1644.856,2.1644027,3104.4036,20.48106,68.965454,4658.29,9515.883,6115.666
Europe (BP),,2005,205.13997,1637.0829,4.330579,3050.5042,35.666622,79.02817,4549.145,9582.14,6275.513
Europe (BP),,2006,238.38272,1598.9222,7.310095,3025.5195,55.639313,89.52852,4763.2573,9607.596,6228.661
Europe (BP),,2007,301.162,1594.6781,10.96468,2864.8142,77.41525,99.74035,4827.159,9418.422,6173.6323
Europe (BP),,2008,343.29047,1666.4575,21.325731,2845.0933,106.26692,110.142426,4551.231,9315.219,6259.033
Europe (BP),,2009,380.24234,1646.9877,40.00514,2692.4512,125.775566,120.76332,4074.9395,8854.633,5774.7583
Europe (BP),,2010,425.89453,1803.5717,65.21899,2748.7922,149.26958,136.92763,4261.185,8754.118,6229.469
Europe (BP),,2011,514.9233,1571.4551,129.94794,2711.1648,158.7677,146.2206,4439.3794,8518.453,5804.174
Europe (BP),,2012,589.605,1715.4403,198.06079,2626.8533,171.9264,163.0321,4538.1445,8228.231,5657.2266
Europe (BP),,2013,676.2177,1803.5068,235.87433,2579.9553,157.37016,174.34535,4390.12,8079.7896,5543.8613
Europe (BP),,2014,717.40985,1744.8141,263.69745,2580.667,167.10583,186.2033,4122.1123,7925.3813,5000.054
Europe (BP),,2015,858.873,1713.0383,291.47278,2502.1638,168.69592,198.9238,3944.307,8125.6265,5092
Europe (BP),,2016,864.27484,1743.2179,300.90857,2420.3184,171.16144,204.2285,3803.145,8315.993,5374.388
Europe (BP),,2017,1022.5239,1555.2201,326.69318,2390.6448,184.31726,211.30125,3621.812,8463.625,5588.087
Europe (BP),,2018,1067.0894,1709.7422,360.2637,2376.4912,199.89731,218.92198,3587.2207,8445.149,5474.008
Europe (BP),,2019,1210.8131,1657.0562,396.5624,2352.3647,207.60086,228.0151,3060.0266,8410.385,5544.842
Europe (BP),,2020,1346.5815,1727.8777,461.31235,2099.8694,212.0363,234.35455,2633.6797,7291.361,5419.552
Europe (BP),,2021,1316.2512,1699.9304,511.69675,2216.5918,213.91504,247.93518,2781.1956,7658.5015,5710.6323
European Union (27),,1965,0,626.30817,0,12.887993,0,2.909,4557.6743,3844.2441,367.09137
European Union (27),,1966,0,681.44946,0,15.816308,0,3.979,4377.4062,4236.735,416.64465
European Union (27),,1967,0,657.0212,0,18.719086,0,4.316,4293.374,4601.5503,495.35828
European Union (27),,1968,0,669.99725,0,21.627539,0,4.818,4372.6694,5090,628.4308
European Union (27),,1969,0,657.8056,0,32.469685,0,5.243,4476.927,5719.058,789.8718
European Union (27),,1970,0,694.0726,0,47.62769,0,6.940266,4439.798,6391.132,956.7552
European Union (27),,1971,0,689.652,0,62.221027,0,7.057851,4313.1924,6730.613,1133.0686
European Union (27),,1972,0,723.9786,0,97.31258,0,6.925944,4248.1978,7222.5435,1340.7644
European Union (27),,1973,0,720.1218,0,113.702065,0,7.442191,4253.1323,7783.381,1538.9799
European Union (27),,1974,0,777.7397,0,132.49776,0,7.829309,4307.389,7325.057,1723.5647
European Union (27),,1975,0,783.3226,0,222.91234,0,8.282595,4168.6445,7157.834,1857.8682
European Union (27),,1976,0,683.5459,0,261.06555,0,8.305585,4389.2144,7719.0728,2030.1902
European Union (27),,1977,0,909.5276,0,321.5106,0,8.646165,4372.0845,7590.744,2115.3975
European Union (27),,1978,0.008861112,885.55756,0,385.6922,0,9.1188545,4480.247,7987.105,2197.0815
European Union (27),,1979,0.01775,928.26904,0,432.1783,0,9.285328,4640.8774,8215.265,2298.7844
European Union (27),,1980,0.031048333,880.31836,0,525.3168,0,10.387278,4812.972,7723.496,2290.25
European Union (27),,1981,0.031048333,868.8315,0,755.19086,0,10.08439,4692.395,7195.957,2253.8933
European Union (27),,1982,0.054704167,854.2378,0,825.0669,0,9.287153,4765.571,6757.838,2193.6873
European Union (27),,1983,0.08900528,871.3703,0,982.3614,0,9.568938,4806.8794,6528.583,2276.8967
European Union (27),,1984,0.11295694,883.7424,0,1281.4751,0,9.946245,4987.1807,6389.3433,2394.4106
European Union (27),,1985,0.16973111,902.39075,0,1573.8728,0,11.357507,5126.363,6637.4946,2511.4229
